Task number Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average percent derivs
0,0.9868702933234378,13.645078498605338,18.752508640289307,11,21.311475409836063
1,0.9953934282803072,4.787671624894044,71.413907289505,43,21.311475409836063
2,0.994992281944052,5.204895499199752,49.926753997802734,29,21.311475409836063
3,0.9966849827544327,3.445749380395487,114.63216948509216,61,21.311475409836063
4,0.9957994409369223,4.3664738401477,64.29625868797302,35,21.311475409836063
5,0.9950901668407274,5.104068529449189,78.52749490737915,35,21.311475409836063
6,0.9939721837953218,6.2640560532341505,34.9301016330719,23,21.311475409836063
7,0.9959240323207178,4.2354650959489994,59.16408658027649,26,21.311475409836063
8,0.9961911013808763,3.9577162460494835,77.77671313285828,33,21.311475409836063
9,0.9938962636270867,6.341850440206338,33.31997489929199,17,21.311475409836063
