Iteration,Cost,Cost reduction,time (ms)
0,7.8130538368464775,0.0,83.70566368103027
1,7.728701519589228,0.010796331244953494,375.5078315734863
2,4.504389767143609,0.4234789800243228,912.8167629241943
3,4.3466709273491695,0.44366556046878813,1753.4925937652588
4,3.640524724693975,0.5340458672478094,2680.673122406006
5,3.381722905142654,0.5671701519328589,3648.8049030303955
6,3.2556454160572725,0.5833069265818187,4563.965320587158
7,2.8757492859693192,0.6319301842760583,5630.610704421997
8,2.474012240536834,0.6833488809626069,6718.532085418701
9,2.4655304397679108,0.6844344745020913,8054.40878868103
10,2.392435561004006,0.6937899557633604,9311.432361602783
11,2.3707440960784014,0.6965662664580734,10715.384006500244
12,2.3678454465944476,0.6969372672913563,11930.74107170105
13,2.095203475142529,0.7318329658421758,13171.176195144653
14,1.7142173389407422,0.7805957344289031,14291.249752044678
15,1.6751572146769464,0.7855950759257693,15642.564296722412
16,1.6494696945096239,0.7888828454335358,16769.428491592407
17,1.6024566186340312,0.7949000925762444,17942.3246383667
18,1.6024553617009656,0.7949002534522721,20407.541275024414
