Iteration,Cost,Cost reduction,time (ms)
0,1039.1311779721773,0.0,3224.1225242614746
1,803.2935542198628,0.22695654673026178,8374.820232391357
2,490.0938176869638,0.5283619353589581,9526.910305023193
3,176.91346176152803,0.8297486732072004,10846.449613571167
4,99.56003608795778,0.9041891551341523,11997.373580932617
5,47.392853215621074,0.9543918475162045,14618.613958358765
6,21.813594524343575,0.9790078529190973,16309.902667999268
7,9.53813874797968,0.9908210445897765,17735.670566558838
8,7.067284894065014,0.9931988520372793,19629.775524139404
9,6.8531222148567394,0.9934049498656846,20725.77691078186
10,6.194318360015515,0.9940389447537283,22271.219491958618
11,6.128235281254989,0.9941025393028684,24777.34875679016
12,5.74987907279108,0.9944666475275896,26165.83776473999
13,5.441059915211834,0.9947638372993197,27757.365942001343
14,5.342917036066744,0.9948582843539607,29147.09758758545
15,5.063232202591715,0.9951274369300781,31669.584274291992
16,4.869967252426699,0.9953134239875948,34388.74387741089
17,4.692965228315643,0.9954837605416924,36389.59455490112
18,4.681086607719456,0.9954951918420402,39351.61256790161
19,4.6701512526743585,0.9955057153979462,42343.60599517822
20,4.547138666205441,0.9956240956266186,46215.28148651123
21,4.4383779112721164,0.9957287607134131,48946.56562805176
22,4.315171236761017,0.9958473277212393,51204.33497428894
23,4.309078723209551,0.9958531908054009,53773.26822280884
24,4.236123471775183,0.9959233987377399,55987.54572868347
25,4.2354650959489994,0.9959240323207178,59164.08658027649
