Task number Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average percent derivs
0,0.007946089160035474,5.0489776625853064,1.4360132217407227,4,1.639344262295082
1,0.007871417836004202,5.093793944854294,1.4635467529296875,4,1.639344262295082
2,0.0077975899889120015,5.138907827074604,1.4414706230163574,4,1.639344262295082
3,0.007724596398186456,5.184319309246241,1.4628682136535645,4,1.639344262295082
4,0.007691445972509592,5.22982275198222,1.4833579063415527,4,1.639344262295082
5,0.0076233790811709445,5.275810172093873,1.4889256954193115,4,1.639344262295082
6,0.008021613211564249,5.004458980267645,1.4363932609558105,4,1.639344262295082
7,0.00809799926697663,4.960237897901308,1.44246506690979,4,1.639344262295082
8,0.008175256624075367,4.9163144154862914,1.4412462711334229,4,1.639344262295082
9,0.008253394597406705,4.872688533022604,1.4507553577423096,4,1.639344262295082
10,0.007556060120829655,5.3220951922007265,1.4908223152160645,4,1.639344262295082
11,0.007489481006506704,5.368677812302776,1.5050232410430908,4,1.639344262295082
12,0.007423633686274078,5.415558032400019,1.4905140399932861,4,1.639344262295082
13,0.007358510144208963,5.462735852492459,1.4854974746704102,4,1.639344262295082
14,0.0072941024031756285,5.510211272580099,1.4806902408599854,4,1.639344262295082
15,0.008332422513331439,4.829360250510238,1.4608428478240967,4,1.639344262295082
16,0.00841234970479987,4.786329567949197,1.4357030391693115,4,1.639344262295082
17,0.00849318550585032,4.743596485339481,1.4643378257751465,4,1.639344262295082
18,0.008574939245797775,4.701161002681087,1.4427311420440674,4,1.639344262295082
19,0.008657620243111008,4.659023119974021,1.4455933570861816,4,1.639344262295082
