Iteration,Cost,Cost reduction,time (ms)
0,5.134207436846433,0.0,85.77966690063477
1,4.791992248455406,0.06665394661210344,393.6593532562256
2,4.252312270489437,0.17176851095418133,1836.6174697875977
3,4.250910170689665,0.17204160077710307,2762.6748085021973
4,4.225512587928795,0.17698833950421422,3417.202949523926
5,3.987508628420624,0.22334485361778478,4108.213186264038
6,2.7634516600885197,0.46175691300351795,4928.129434585571
7,2.297229007118504,0.5525640451080949,5679.254531860352
8,2.123306463829816,0.5864392917606759,6450.737714767456
9,2.020324499319674,0.6064972979431055,7111.572980880737
10,1.939154568418631,0.6223069300819463,7870.738744735718
11,1.8119111620317545,0.6470903865262058,8633.423566818237
12,1.802620007080022,0.6489000436283036,9461.989641189575
13,1.7374915894419678,0.6615852376799989,10295.741319656372
14,1.6834932520277077,0.6721026034230992,11136.20924949646
15,1.6766228172093864,0.6734407719530684,11932.685613632202
16,1.6425996033958565,0.6800675423420786,12788.66720199585
17,1.6187981734371277,0.6847033951492547,13628.902435302734
18,1.6105165507884873,0.6863164235962952,14572.421073913574
19,1.5946826289247364,0.6894004286853994,15477.922201156616
20,1.5839862630440056,0.691483781571371,16318.753719329834
21,1.580958881303472,0.6920734308556611,17196.24137878418
22,1.5663766379130077,0.6949136439888144,17956.60424232483
23,1.5597132693142681,0.6962114818110494,18858.22629928589
24,1.5585084814306034,0.6964461407917166,19741.597652435303
25,1.5548347855071398,0.6971616740008151,20677.27279663086
26,1.553686342812717,0.6973853585146469,21700.279235839844
27,1.5530029863178418,0.6975184572457132,22692.5528049469
